,h2_input,xm,time_arduino,time_python,,volt,,law,,e,,h1,h2,xm,xm_dot,theta1,theta2,theta3,filter1,filter1_dot,filter2,filter2_dot,filter3,filter3_dot,ola (x1000)
1223,19.18,20,244342,245.0397153,,51,,1.09,,-0.74,state: ,2.27,19.26,5,0,199436.43,58517.06,153258,5,0,-13.92,1.09,4.36,-0.42,
1224,19.26,20,244520,245.2172875,,51,,1.07,,-0.66,state: ,2.4,19.34,5,0,199440.15,58527.41,153254.76,5,0,-13.82,1.13,4.32,-0.29,
1225,19.34,20,244699,245.3985167,,51,,1.05,,-0.61,state: ,2.51,19.39,5,0,199443.45,58536.53,153251.9,5,0,-13.7,1.16,4.29,-0.17,
1226,19.39,20,244877,245.5772984,,51,,1.04,,-0.53,state: ,2.63,19.47,5,0,199446.48,58544.84,153249.29,5,0,-13.59,1.19,4.27,-0.06,
1227,19.47,20,245055,245.7522464,,51,,1.02,,-0.46,state: ,2.74,19.54,5,0,199449.12,58552.03,153247.04,5,0,-13.47,1.2,4.27,0.05,
1228,19.54,20,245232,245.9316795,,51,,1,,-0.38,state: ,2.86,19.62,5,0,199451.42,58558.21,153245.09,5,0,-13.35,1.2,4.27,0.14,
1229,19.62,20,245409,246.1075659,,51,,0.98,,-0.32,state: ,2.97,19.68,5,0,199453.32,58563.29,153243.45,5,0,-13.23,1.2,4.28,0.22,
1230,19.68,20,245586,246.2824807,,0,,0.97,,-0.24,state: ,3.09,19.76,5,0,199454.93,58567.56,153242.06,5,0,-13.11,1.2,4.31,0.29,
1231,19.76,20,245763,246.4587321,,0,,0.94,,-0.17,state: ,3.32,19.83,5,0,199456.15,58570.76,153241.01,5,0,-12.99,1.2,4.33,0.35,
1232,19.83,20,245939,246.6369069,,0,,0.94,,-0.11,state: ,3.23,19.89,5,0,199457.01,58572.97,153240.28,5,0,-12.87,1.24,4.37,0.41,
1233,19.89,20,246116,246.8115702,,0,,0.95,,-0.02,state: ,2.86,19.98,5,0,199457.54,58574.34,153239.81,5,0,-12.74,1.19,4.41,0.46,
1234,19.98,20,246292,246.9879632,,0,,0.95,,0.03,state: ,2.63,20.03,5,0,199457.67,58574.64,153239.7,5,0,-12.62,0.95,4.46,0.5,
1235,20.03,20,246467,247.162837,,0,,0.96,,0.04,state: ,2.48,20.04,5,0,199457.5,58574.2,153239.85,5,0,-12.53,0.67,4.51,0.53,
1236,20.04,20,246642,247.3348427,,0,,0.95,,0.13,state: ,2.36,20.13,5,0,199457.31,58573.69,153240.03,5,0,-12.46,0.41,4.56,0.53,
1237,20.13,20,246817,247.5116301,,0,,0.95,,0.2,state: ,2.2,20.2,5,0,199456.67,58572.08,153240.62,5,0,-12.42,0.17,4.61,0.55,
1238,20.2,20,246992,247.6878955,,0,,0.95,,0.25,state: ,2.05,20.25,5,0,199455.64,58569.54,153241.57,5,0,-12.4,-0.05,4.67,0.56,
1239,20.25,20,247169,247.8629766,,0,,0.95,,0.33,state: ,1.91,20.33,5,0,199454.4,58566.49,153242.71,5,0,-12.41,-0.25,4.72,0.57,
1240,20.33,20,247345,248.0391729,,0,,0.94,,0.4,state: ,1.77,20.4,5,0,199452.78,58562.43,153244.26,5,0,-12.43,-0.42,4.78,0.58,
1241,20.4,20,247521,248.2161322,,0,,0.94,,0.45,state: ,1.64,20.45,5,0,199450.76,58557.43,153246.18,5,0,-12.48,-0.57,4.84,0.6,
1242,20.45,20,247697,248.3914652,,0,,0.94,,0.51,state: ,1.56,20.51,5,0,199448.48,58551.77,153248.37,5,0,-12.53,-0.7,4.9,0.6,
1243,20.51,20,247873,248.567559,,0,,0.94,,0.59,state: ,1.43,20.59,5,0,199445.92,58545.34,153250.9,5,0,-12.6,-0.78,4.96,0.61,
1244,20.59,20,248049,248.7446136,,0,,0.93,,0.66,state: ,1.3,20.66,5,0,199443,58537.95,153253.81,5,0,-12.68,-0.85,5.02,0.62,
1245,20.66,20,248225,248.9222567,,0,,0.93,,0.71,state: ,1.17,20.71,5,0,199439.7,58529.6,153257.12,5,0,-12.77,-0.92,5.08,0.62,
1246,20.71,20,248401,249.0969572,,0,,0.93,,0.78,state: ,1.09,20.78,5,0,199436.12,58520.5,153260.75,5,0,-12.86,-0.98,5.14,0.63,
1247,20.78,20,248578,249.2720172,,0,,0.93,,0.83,state: ,0.94,20.83,5,0,199432.25,58510.52,153264.73,5,0,-12.96,-1.01,5.21,0.63,
1248,20.83,20,248754,249.4514968,,0,,0.94,,0.82,state: ,0.82,20.82,5,0,199428.07,58499.74,153269.07,5,0,-13.06,-1.05,5.27,0.63,
1249,20.82,20,248930,249.624263,,0,,0.93,,0.87,state: ,0.73,20.87,5,0,199424.01,58489.08,153273.37,5,0,-13.16,-1.08,5.33,0.59,
1250,20.87,20,249107,249.8030553,,0,,0.93,,0.87,state: ,0.69,20.87,5,0,199419.67,58477.68,153278,5,0,-13.27,-1.09,5.39,0.57,
1251,20.87,20,249283,249.9809778,,0,,0.96,,0.71,state: ,0.66,20.71,5,0,199415.31,58466.09,153282.71,5,0,-13.38,-1.07,5.45,0.53,
1252,20.71,20,249459,250.1558981,,0,,0.97,,0.63,state: ,0.65,20.63,5,0,199411.78,58456.62,153286.57,5,0,-13.48,-1.03,5.5,0.42,
1253,20.63,20,249635,250.3325455,,0,,0.99,,0.53,state: ,0.66,20.53,5,0,199408.62,58448.14,153290.03,5,0,-13.59,-0.96,5.55,0.3,
1254,20.53,20,249811,250.5101798,,0,,1,,0.42,state: ,0.66,20.42,5,0,199405.96,58440.92,153292.98,5,0,-13.68,-0.88,5.58,0.18,
1255,20.42,20,249988,250.6848462,,51,,1.02,,0.31,state: ,0.66,20.31,5,0,199403.89,58435.21,153295.29,5,0,-13.77,-0.79,5.59,0.04,
1256,20.31,20,250165,250.86393,,51,,1.04,,0.21,state: ,0.66,20.21,5,0,199402.31,58430.89,153297.06,5,0,-13.85,-0.7,5.6,-0.09,
1257,20.21,20,250343,251.0414755,,51,,1.05,,0.11,state: ,0.64,20.11,5,0,199401.25,58427.93,153298.25,5,0,-13.92,-0.62,5.59,-0.21,
1258,20.11,20,250521,251.2211936,,51,,1.07,,-0.01,state: ,0.66,19.99,5,0,199400.68,58426.38,153298.87,5,0,-13.98,-0.55,5.57,-0.31,
1259,19.99,20,250700,251.3974519,,51,,1.08,,-0.08,state: ,0.65,19.92,5,0,199400.71,58426.49,153298.82,5,0,-14.04,-0.47,5.54,-0.42,
1260,19.92,20,250880,251.5777218,,51,,1.1,,-0.18,state: ,0.67,19.82,5,0,199401.14,58427.66,153298.37,5,0,-14.08,-0.41,5.5,-0.5,
1261,19.82,20,251059,251.7579684,,51,,1.12,,-0.28,state: ,0.6,19.72,5,0,199402.04,58430.26,153297.35,5,0,-14.13,-0.34,5.45,-0.57,
1262,19.72,20,251239,251.9381869,,51,,1.14,,-0.4,state: ,0.5,19.6,5,0,199403.46,58434.29,153295.81,5,0,-14.16,-0.32,5.39,-0.64,
1263,19.6,20,251418,252.1187198,,51,,1.16,,-0.51,state: ,0.44,19.49,5,0,199405.45,58439.89,153293.67,5,0,-14.19,-0.33,5.32,-0.69,
1264,19.49,20,251597,252.2945771,,51,,1.17,,-0.61,state: ,0.44,19.39,5,0,199408,58447.13,153290.95,5,0,-14.22,-0.34,5.26,-0.75,
1265,19.39,20,251777,252.4749634,,51,,1.19,,-0.73,state: ,0.51,19.27,5,0,199411.03,58455.74,153287.78,5,0,-14.26,-0.34,5.18,-0.79,
1266,19.27,20,251956,252.6572189,,51,,1.19,,-0.81,state: ,0.67,19.19,5,0,199414.67,58466.12,153284.01,5,0,-14.29,-0.3,5.1,-0.84,
1267,19.19,20,252135,252.8355887,,51,,1.19,,-0.89,state: ,0.96,19.11,5,0,199418.75,58477.76,153279.85,5,0,-14.32,-0.19,5.02,-0.87,
1268,19.11,20,252314,253.0151811,,51,,1.19,,-0.99,state: ,1.13,19.01,5,0,199423.2,58490.51,153275.39,5,0,-14.34,0,4.93,-0.88,
1269,19.01,20,252493,253.1914313,,51,,1.19,,-1.08,state: ,1.46,18.92,5,0,199428.14,58504.68,153270.51,5,0,-14.34,0.19,4.84,-0.9,
1270,18.92,20,252672,253.3714852,,51,,1.18,,-1.09,state: ,1.66,18.91,5,0,199433.54,58520.2,153265.29,5,0,-14.32,0.44,4.75,-0.91,
1271,18.91,20,252851,253.548991,,51,,1.17,,-1.06,state: ,1.81,18.94,5,0,199439,58535.81,153260.1,5,0,-14.28,0.65,4.66,-0.88,
1272,18.94,20,253029,253.7278709,,51,,1.14,,-0.94,state: ,1.92,19.06,5,0,199444.29,58550.93,153255.18,5,0,-14.21,0.83,4.57,-0.82,
1273,19.06,20,253207,253.9079089,,51,,1.12,,-0.88,state: ,2.07,19.12,5,0,199449,58564.33,153250.89,5,0,-14.13,0.95,4.49,-0.7,
1274,19.12,20,253385,254.0850301,,51,,1.1,,-0.8,state: ,2.19,19.2,5,0,199453.4,58576.75,153246.93,5,0,-14.04,1.05,4.42,-0.57,
1275,19.2,20,253563,254.2604418,,51,,1.09,,-0.75,state: ,2.31,19.25,5,0,199457.37,58587.92,153243.42,5,0,-13.93,1.12,4.36,-0.43,
1276,19.25,20,253742,254.4404697,,51,,1.07,,-0.66,state: ,2.42,19.34,5,0,199461.12,58598.32,153240.15,5,0,-13.82,1.17,4.32,-0.3,
1277,19.34,20,253920,254.6166787,,51,,1.05,,-0.58,state: ,2.56,19.42,5,0,199464.42,58607.41,153237.31,5,0,-13.7,1.2,4.29,-0.17,
1278,19.42,20,254098,254.7968371,,51,,1.04,,-0.54,state: ,2.68,19.46,5,0,199467.32,58615.4,153234.81,5,0,-13.58,1.22,4.27,-0.05,
1279,19.46,20,254276,254.9729586,,51,,1.01,,-0.43,state: ,2.8,19.57,5,0,199470.03,58622.74,153232.51,5,0,-13.46,1.24,4.27,0.04,
1280,19.57,20,254453,255.1493251,,51,,1,,-0.37,state: ,2.93,19.63,5,0,199472.17,58628.49,153230.68,5,0,-13.34,1.25,4.27,0.15,
1281,19.63,20,254630,255.3252597,,0,,0.98,,-0.33,state: ,3.03,19.67,5,0,199474.03,58633.45,153229.09,5,0,-13.21,1.26,4.29,0.23,
1282,19.67,20,254807,255.5028477,,0,,0.96,,-0.23,state: ,3.25,19.77,5,0,199475.68,58637.85,153227.65,5,0,-13.09,1.25,4.31,0.29,
1283,19.77,20,254984,255.6813607,,0,,0.95,,-0.17,state: ,3.21,19.83,5,0,199476.87,58640.92,153226.65,5,0,-12.96,1.29,4.34,0.36,
1284,19.83,20,255160,255.8597567,,0,,0.96,,-0.1,state: ,2.84,19.9,5,0,199477.73,58643.18,153225.89,5,0,-12.83,1.24,4.38,0.41,
1285,19.9,20,255336,256.0336189,,0,,0.96,,-0.04,state: ,2.6,19.96,5,0,199478.23,58644.48,153225.45,5,0,-12.71,1.01,4.42,0.45,
1286,19.96,20,255512,256.2067177,,0,,0.96,,0.04,state: ,2.44,20.04,5,0,199478.45,58645.01,153225.26,5,0,-12.61,0.73,4.46,0.49,
1287,20.04,20,255687,256.3843169,,0,,0.96,,0.07,state: ,2.32,20.07,5,0,199478.25,58644.5,153225.45,5,0,-12.53,0.46,4.51,0.52,
1288,20.07,20,255862,256.5582078,,0,,0.97,,0.12,state: ,2.16,20.12,5,0,199477.92,58643.67,153225.75,5,0,-12.49,0.22,4.56,0.54,
1289,20.12,20,256037,256.7375109,,0,,0.96,,0.18,state: ,2.04,20.18,5,0,199477.29,58642.12,153226.31,5,0,-12.47,-0.01,4.62,0.55,
1290,20.18,20,256214,256.9130001,,0,,0.96,,0.27,state: ,1.88,20.27,5,0,199476.39,58639.89,153227.14,5,0,-12.47,-0.2,4.67,0.55,
1291,20.27,20,256390,257.0885952,,0,,0.96,,0.33,state: ,1.75,20.33,5,0,199475.04,58636.54,153228.39,5,0,-12.49,-0.38,4.73,0.57,
1292,20.33,20,256566,257.2633507,,0,,0.96,,0.37,state: ,1.6,20.37,5,0,199473.39,58632.41,153229.96,5,0,-12.53,-0.54,4.78,0.58,
1293,20.37,20,256742,257.4387655,,0,,0.96,,0.44,state: ,1.44,20.44,5,0,199471.54,58627.78,153231.73,5,0,-12.58,-0.67,4.84,0.58,
1294,20.44,20,256918,257.6145921,,0,,0.95,,0.54,state: ,1.3,20.54,5,0,199469.32,58622.22,153233.87,5,0,-12.65,-0.79,4.9,0.59,
1295,20.54,20,257094,257.7917104,,0,,0.95,,0.57,state: ,1.17,20.57,5,0,199466.64,58615.42,153236.51,5,0,-12.73,-0.9,4.96,0.61,
1296,20.57,20,257270,257.9671204,,0,,0.95,,0.63,state: ,1.1,20.63,5,0,199463.78,58608.11,153239.35,5,0,-12.82,-0.98,5.02,0.61,
1297,20.63,20,257446,258.1428702,,0,,0.94,,0.71,state: ,1.01,20.71,5,0,199460.6,58599.98,153242.54,5,0,-12.91,-1.02,5.08,0.61,
1298,20.71,20,257623,258.3190265,,0,,0.94,,0.76,state: ,0.91,20.76,5,0,199457.03,58590.75,153246.18,5,0,-13.02,-1.04,5.14,0.62,
1299,20.76,20,257800,258.4951427,,0,,0.95,,0.73,state: ,0.79,20.73,5,0,199453.23,58580.87,153250.09,5,0,-13.12,-1.05,5.21,0.62,
1300,20.73,20,257976,258.6738605,,0,,0.94,,0.82,state: ,0.71,20.82,5,0,199449.59,58571.34,153253.87,5,0,-13.23,-1.07,5.27,0.58,
1301,20.82,20,258152,258.8496571,,0,,0.96,,0.7,state: ,0.67,20.7,5,0,199445.51,58560.53,153258.17,5,0,-13.33,-1.07,5.32,0.57,
1302,20.7,20,258328,259.023767,,0,,0.98,,0.63,state: ,0.65,20.63,5,0,199442.01,58551.23,153261.89,5,0,-13.44,-1.04,5.38,0.49,
1303,20.63,20,258504,259.2009861,,0,,0.99,,0.54,state: ,0.64,20.54,5,0,199438.89,58542.82,153265.26,5,0,-13.54,-0.99,5.43,0.39,
1304,20.54,20,258680,259.3789213,,0,,1.01,,0.43,state: ,0.64,20.43,5,0,199436.18,58535.5,153268.2,5,0,-13.64,-0.92,5.47,0.28,
1305,20.43,20,258856,259.5559783,,51,,1.02,,0.34,state: ,0.63,20.34,5,0,199434.04,58529.66,153270.53,5,0,-13.73,-0.84,5.5,0.15,
1306,20.34,20,259034,259.7343132,,51,,1.04,,0.22,state: ,0.64,20.22,5,0,199432.34,58524.98,153272.42,5,0,-13.82,-0.76,5.51,0.03,
1307,20.22,20,259211,259.9105682,,51,,1.05,,0.11,state: ,0.63,20.11,5,0,199431.23,58521.89,153273.65,5,0,-13.89,-0.67,5.52,-0.1,
1308,20.11,20,259389,260.0882471,,51,,1.07,,0.02,state: ,0.66,20.02,5,0,199430.67,58520.36,153274.26,5,0,-13.96,-0.59,5.51,-0.22,
1309,20.02,20,259567,260.2708175,,51,,1.08,,-0.09,state: ,0.65,19.91,5,0,199430.59,58520.1,153274.35,5,0,-14.02,-0.51,5.48,-0.33,
1310,19.91,20,259746,260.4471991,,51,,1.1,,-0.18,state: ,0.65,19.82,5,0,199431.03,58521.33,153273.87,5,0,-14.07,-0.44,5.45,-0.43,
1311,19.82,20,259926,260.6245689,,51,,1.12,,-0.28,state: ,0.57,19.72,5,0,199431.93,58523.88,153272.89,5,0,-14.11,-0.37,5.41,-0.51,
1312,19.72,20,260106,260.807404,,51,,1.14,,-0.4,state: ,0.49,19.6,5,0,199433.34,58527.89,153271.34,5,0,-14.15,-0.35,5.36,-0.58,
1313,19.6,20,260285,260.9859872,,51,,1.16,,-0.51,state: ,0.45,19.49,5,0,199435.32,58533.51,153269.21,5,0,-14.19,-0.36,5.3,-0.65,
1314,19.49,20,260464,261.1675406,,51,,1.17,,-0.6,state: ,0.5,19.4,5,0,199437.87,58540.73,153266.53,5,0,-14.22,-0.36,5.23,-0.71,
1315,19.4,20,260643,261.3416719,,51,,1.18,,-0.71,state: ,0.56,19.29,5,0,199440.89,58549.29,153263.35,5,0,-14.26,-0.33,5.16,-0.76,
1316,19.29,20,260823,261.5225644,,51,,1.19,,-0.8,state: ,0.78,19.2,5,0,199444.4,58559.34,153259.71,5,0,-14.29,-0.27,5.09,-0.8,
1317,19.2,20,261002,261.7042632,,51,,1.19,,-0.9,state: ,1.01,19.1,5,0,199448.39,58570.71,153255.67,5,0,-14.32,-0.14,5.01,-0.84,
1318,19.1,20,261181,261.8823736,,51,,1.19,,-0.99,state: ,1.25,19.01,5,0,199452.9,58583.65,153251.14,5,0,-14.33,0.05,4.92,-0.87,
1319,19.01,20,261359,262.0595777,,51,,1.19,,-1.08,state: ,1.52,18.92,5,0,199457.89,58597.89,153246.25,5,0,-14.32,0.26,4.84,-0.89,
1320,18.92,20,261537,262.2403126,,51,,1.18,,-1.11,state: ,1.69,18.89,5,0,199463.26,58613.34,153241.03,5,0,-14.3,0.49,4.75,-0.9,
1321,18.89,20,261716,262.4161742,,51,,1.16,,-1.03,state: ,1.82,18.97,5,0,199468.84,58629.25,153235.75,5,0,-14.25,0.69,4.66,-0.88,
1322,18.97,20,261895,262.5955849,,51,,1.14,,-0.95,state: ,1.93,19.05,5,0,199474.01,58643.98,153230.93,5,0,-14.18,0.84,4.57,-0.81,
1323,19.05,20,262073,262.770875,,51,,1.13,,-0.92,state: ,2.04,19.08,5,0,199478.76,58657.43,153226.6,5,0,-14.1,0.95,4.49,-0.69,
1324,19.08,20,262251,262.9509344,,51,,1.11,,-0.83,state: ,2.15,19.17,5,0,199483.35,58670.38,153222.48,5,0,-14,1.03,4.42,-0.58,
1325,19.17,20,262429,263.1278954,,51,,1.1,,-0.77,state: ,2.27,19.23,5,0,199487.51,58682.05,153218.81,5,0,-13.9,1.08,4.36,-0.45,
1326,19.23,20,262607,263.3073039,,51,,1.08,,-0.7,state: ,2.39,19.3,5,0,199491.39,58692.82,153215.43,5,0,-13.79,1.11,4.32,-0.32,
1327,19.3,20,262786,263.4835331,,51,,1.07,,-0.66,state: ,2.45,19.34,5,0,199494.87,58702.43,153212.43,5,0,-13.68,1.14,4.28,-0.2,
1328,19.34,20,262964,263.6636598,,51,,1.05,,-0.57,state: ,2.55,19.43,5,0,199498.18,58711.5,153209.59,5,0,-13.57,1.14,4.26,-0.1,
1329,19.43,20,263142,263.8411086,,51,,1.03,,-0.5,state: ,2.66,19.5,5,0,199501.03,58719.26,153207.15,5,0,-13.45,1.13,4.25,0.01,
1330,19.5,20,263319,264.016242,,51,,1.02,,-0.44,state: ,2.78,19.56,5,0,199503.54,58725.99,153205.03,5,0,-13.34,1.12,4.26,0.1,
1331,19.56,20,263496,264.1984107,,51,,1,,-0.36,state: ,2.9,19.64,5,0,199505.73,58731.84,153203.17,5,0,-13.23,1.12,4.27,0.18,
1332,19.64,20,263674,264.3733814,,0,,0.98,,-0.28,state: ,2.98,19.72,5,0,199507.53,58736.59,153201.64,5,0,-13.11,1.12,4.28,0.26,
1333,19.72,20,263851,264.5507841,,0,,0.96,,-0.22,state: ,3.21,19.78,5,0,199508.93,58740.26,153200.43,5,0,-13,1.11,4.31,0.33,
1334,19.78,20,264027,264.7255733,,0,,0.95,,-0.17,state: ,3.16,19.83,5,0,199510.04,58743.1,153199.5,5,0,-12.89,1.15,4.34,0.39,
1335,19.83,20,264203,264.9004524,,0,,0.96,,-0.07,state: ,2.79,19.93,5,0,199510.87,58745.25,153198.78,5,0,-12.78,1.11,4.38,0.43,
1336,19.93,20,264379,265.078882,,0,,0.96,,-0.02,state: ,2.57,19.98,5,0,199511.25,58746.17,153198.45,5,0,-12.66,0.9,4.42,0.48,
1337,19.98,20,264555,265.2539041,,0,,0.97,,0.05,state: ,2.39,20.05,5,0,199511.32,58746.38,153198.37,5,0,-12.57,0.63,4.47,0.51,
1338,20.05,20,264730,265.4260032,,0,,0.96,,0.12,state: ,2.27,20.12,5,0,199511.09,58745.81,153198.57,5,0,-12.51,0.36,4.52,0.53,
1339,20.12,20,264905,265.60129,,0,,0.96,,0.21,state: ,2.11,20.21,5,0,199510.51,58744.34,153199.1,5,0,-12.47,0.13,4.58,0.56,
1340,20.21,20,265080,265.7821677,,0,,0.96,,0.21,state: ,2.01,20.21,5,0,199509.46,58741.76,153200.06,5,0,-12.46,-0.08,4.63,0.59,
1341,20.21,20,265256,265.95505,,0,,0.96,,0.29,state: ,1.84,20.29,5,0,199508.45,58739.19,153201,5,0,-12.47,-0.26,4.69,0.58,
1342,20.29,20,265433,266.130044,,0,,0.96,,0.35,state: ,1.72,20.35,5,0,199507,58735.58,153202.35,5,0,-12.5,-0.44,4.75,0.59,
1343,20.35,20,265609,266.3069344,,0,,0.95,,0.4,state: ,1.66,20.4,5,0,199505.25,58731.2,153204.03,5,0,-12.54,-0.57,4.81,0.59,
1344,20.4,20,265785,266.4828165,,0,,0.95,,0.47,state: ,1.52,20.47,5,0,199503.21,58726.13,153205.96,5,0,-12.6,-0.66,4.87,0.59,
1345,20.47,20,265961,266.6586986,,0,,0.95,,0.54,state: ,1.38,20.54,5,0,199500.87,58720.21,153208.25,5,0,-12.66,-0.75,4.93,0.6,
1346,20.54,20,266137,266.8355796,,0,,0.95,,0.61,state: ,1.23,20.61,5,0,199498.15,58713.33,153210.92,5,0,-12.74,-0.83,4.99,0.61,
1347,20.61,20,266313,267.0114639,,0,,0.94,,0.66,state: ,1.14,20.66,5,0,199495.1,58705.56,153213.95,5,0,-12.82,-0.91,5.05,0.61,
1348,20.66,20,266489,267.1873436,,0,,0.94,,0.73,state: ,1.01,20.73,5,0,199491.78,58697.03,153217.31,5,0,-12.91,-0.96,5.11,0.61,
1349,20.73,20,266667,267.3632281,,0,,0.94,,0.77,state: ,0.88,20.77,5,0,199488.1,58687.57,153221.06,5,0,-13.01,-1.01,5.17,0.62,
1350,20.77,20,266843,267.539108,,0,,0.95,,0.78,state: ,0.76,20.78,5,0,199484.26,58677.55,153225.04,5,0,-13.11,-1.05,5.23,0.61,
1351,20.78,20,267019,267.7160199,,0,,0.95,,0.81,state: ,0.68,20.81,5,0,199480.35,58667.3,153229.14,5,0,-13.22,-1.08,5.29,0.59,
1352,20.81,20,267195,267.8909018,,0,,0.97,,0.65,state: ,0.68,20.65,5,0,199476.29,58656.58,153233.42,5,0,-13.32,-1.09,5.35,0.56,
1353,20.65,20,267371,268.0707805,,0,,0.98,,0.57,state: ,0.67,20.57,5,0,199473.03,58647.87,153236.92,5,0,-13.43,-1.05,5.41,0.46,
1354,20.57,20,267547,268.2475193,,0,,0.99,,0.51,state: ,0.66,20.51,5,0,199470.18,58640.23,153240,5,0,-13.54,-0.99,5.45,0.34,
1355,20.51,20,267723,268.4234018,,0,,1.01,,0.41,state: ,0.65,20.41,5,0,199467.6,58633.26,153242.81,5,0,-13.64,-0.92,5.49,0.23,
1356,20.41,20,267899,268.5992839,,51,,1.03,,0.3,state: ,0.65,20.3,5,0,199465.54,58627.64,153245.07,5,0,-13.73,-0.84,5.51,0.11,
1357,20.3,20,268077,268.7761633,,51,,1.04,,0.22,state: ,0.63,20.22,5,0,199464.03,58623.5,153246.73,5,0,-13.81,-0.75,5.52,-0.02,
1358,20.22,20,268255,268.9560447,,51,,1.06,,0.1,state: ,0.65,20.1,5,0,199462.95,58620.53,153247.92,5,0,-13.89,-0.67,5.52,-0.13,
1359,20.1,20,268433,269.1329257,,51,,1.07,,0,state: ,0.66,20,5,0,199462.45,58619.12,153248.48,5,0,-13.95,-0.59,5.51,-0.25,
1360,20,20,268611,269.3128021,,51,,1.09,,-0.1,state: ,0.66,19.9,5,0,199462.42,58619.06,153248.51,5,0,-14.01,-0.51,5.48,-0.35,
1361,19.9,20,268790,269.493681,,51,,1.1,,-0.2,state: ,0.66,19.8,5,0,199462.93,58620.5,153247.95,5,0,-14.06,-0.44,5.45,-0.44,
1362,19.8,20,268971,269.672564,,51,,1.12,,-0.29,state: ,0.55,19.71,5,0,199463.93,58623.34,153246.85,5,0,-14.11,-0.37,5.4,-0.52,
1363,19.71,20,269150,269.8534417,,51,,1.14,,-0.4,state: ,0.47,19.6,5,0,199465.39,58627.42,153245.29,5,0,-14.15,-0.36,5.35,-0.59,
1364,19.6,20,269329,270.0283227,,51,,1.16,,-0.52,state: ,0.43,19.48,5,0,199467.4,58633.1,153243.15,5,0,-14.18,-0.37,5.29,-0.65,
1365,19.48,20,269508,270.2092013,,51,,1.18,,-0.61,state: ,0.48,19.39,5,0,199469.98,58640.42,153240.42,5,0,-14.22,-0.38,5.22,-0.72,
1366,19.39,20,269687,270.3890827,,51,,1.19,,-0.71,state: ,0.54,19.29,5,0,199473.03,58649.09,153237.23,5,0,-14.26,-0.34,5.15,-0.76,
1367,19.29,20,269867,270.56896,,51,,1.19,,-0.82,state: ,0.77,19.18,5,0,199476.6,58659.25,153233.54,5,0,-14.29,-0.29,5.08,-0.8,
1368,19.18,20,270046,270.7498405,,51,,1.19,,-0.91,state: ,1,19.09,5,0,199480.71,58670.98,153229.39,5,0,-14.32,-0.15,5,-0.84,
1369,19.09,20,270225,270.9267192,,51,,1.19,,-1.01,state: ,1.28,18.99,5,0,199485.26,58684.01,153224.84,5,0,-14.33,0.04,4.91,-0.87,
1370,18.99,20,270403,271.1065981,,51,,1.19,,-1.09,state: ,1.5,18.91,5,0,199490.29,58698.45,153219.89,5,0,-14.33,0.27,4.83,-0.89,
1371,18.91,20,270582,271.2824805,,51,,1.18,,-1.11,state: ,1.69,18.89,5,0,199495.73,58714.03,153214.64,5,0,-14.3,0.49,4.74,-0.9,
